RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20210828,영어,교통,위치안내,위치안내,모슬포,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210828
20210806,한국어,교통,위치안내,위치안내,성판악,셔틀,한라산,한라,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210805,한국어,교통,위치안내,위치안내,숙박,제주도청,관광지,할인,제주,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210805
20210823,한국어,교통,위치안내,위치안내,소요시간,국립공원,성판악,현장,주차장,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210823
20210801,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210801
20210824,한국어,교통,항공&배편,도내배편,만장굴,우도,천지연,문자,탐방,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,입도배편,성산,일출봉,우도,이용,방문,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,중국어,교통,항공&배편,도내배편,우도,이용,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210831,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210831
20210828,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210828
20210828,한국어,교통,항공&배편,도내배편,우도,선적,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210828
20210826,한국어,교통,항공&배편,도내배편,성산,우도,문자,안전,성산항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826
20210813,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210813
20210806,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210806
20210806,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210809,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210809
20210808,한국어,교통,항공&배편,도내배편,연락처,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210808
20210810,한국어,교통,항공&배편,도내배편,성산,우도,성산항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210810
20210815,한국어,교통,항공&배편,도내배편,성산,우도,성산항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210815
20210828,한국어,교통,항공&배편,도내배편,우도,렌트,선적,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210828
20210829,한국어,교통,항공&배편,도내배편,성산,우도,성산항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210829
20210829,한국어,교통,항공&배편,도내배편,우도,종달리항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210829
20210830,한국어,교통,항공&배편,도내배편,우도,문자,안전,제주,관광정보,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210824,한국어,교통,항공&배편,도내배편,우도,문자,문의처,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,안내소,성산,우도,문자,안전,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210825,한국어,교통,항공&배편,도내배편,성산,우도,성산항,방문,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210825
20210825,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210825
20210825,한국어,교통,항공&배편,도내배편,성산,우도,성산항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210825
20210825,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210825
20210804,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210804
20210804,한국어,교통,항공&배편,도내배편,선사,우도,커피,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210804
20210811,한국어,교통,항공&배편,도내배편,안내소,성산,우도,관광안내소,운항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210811
20210803,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210803
20210812,한국어,교통,항공&배편,도내배편,마라도,유선,문자,안전,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210812
20210831,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210831
20210830,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210830
20210830,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210830
20210830,한국어,교통,항공&배편,도내배편,마라도,서귀포,제주,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210803,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210803
20210814,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210814
20210817,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210817
20210804,한국어,교통,항공&배편,도내배편,동반,우도,매표소,숙박,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210804
20210812,한국어,교통,항공&배편,도내배편,성산,종달리항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812
20210812,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812
20210812,한국어,교통,항공&배편,도내배편,마라도,송악산,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812
20210827,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210827
20210807,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210807
20210809,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210809
20210813,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210813
20210813,한국어,교통,항공&배편,도내배편,동반,우도,렌트,선적,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210813
20210813,한국어,교통,항공&배편,도내배편,연락처,우도,방문,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210813
20210816,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210816
20210821,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210821
20210821,한국어,교통,항공&배편,도내배편,우도,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210821
20210822,한국어,교통,항공&배편,도내배편,안내소,성산,우도,정상운영,관광안내소,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210822
20210804,한국어,교통,항공&배편,도내배편,우도,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210804
20210806,한국어,교통,항공&배편,도내배편,사전예약,성산,유선,주차장,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210824,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,우도,방문,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,연락처,우도,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210805,한국어,교통,항공&배편,도내배편,우도,이용시간,이용,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210805
20210812,한국어,교통,항공&배편,도내배편,마라도,운진항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210812
20210826,한국어,교통,항공&배편,도내배편,자전거,선사,성산,우도,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826
20210805,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210805
20210805,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210805
20210822,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210822
20210822,한국어,교통,항공&배편,도내배편,성산,우도,문자,성산항,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210822
20210822,한국어,교통,항공&배편,도내배편,동반,우도,이용,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210822
20210822,한국어,교통,항공&배편,도내배편,우도,방문,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210822
20210823,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210823
20210823,한국어,교통,항공&배편,도내배편,우도,제주,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210823
20210824,한국어,교통,항공&배편,도내배편,우도,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210825,한국어,교통,항공&배편,도내배편,성산,성산항,종달리항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210825
20210825,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210825
20210824,한국어,교통,항공&배편,도내배편,우도,숙박,게스트하우스,정원,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210827,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210827
20210804,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210804
20210812,한국어,교통,항공&배편,도내배편,안내소,성산,우도,유선,관광안내소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210812
20210813,한국어,교통,항공&배편,도내배편,성산,우도,성산항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210813
20210813,한국어,교통,항공&배편,도내배편,연락처,우도,방문,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210813
20210813,한국어,교통,항공&배편,도내배편,우도,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210813
20210813,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210813
20210819,한국어,교통,항공&배편,입도배편,연락처,면세점,제주,제주항,운항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210819
20210819,한국어,교통,항공&배편,도내배편,사전예약,비양도,현장,이용,운항,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210819
20210819,한국어,교통,항공&배편,항공,제주,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210819
20210819,한국어,교통,항공&배편,입도배편,문자,안전,제주,이용,관광정보,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210819
20210820,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210820
20210825,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210825
20210812,한국어,교통,항공&배편,도내배편,성산,우도,성산항,방문,종달리항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210812
20210830,한국어,교통,항공&배편,도내배편,우도,왕복,선적,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210831
20210808,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210808
20210808,한국어,교통,항공&배편,도내배편,우도,유선,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210808
20210808,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210808
20210813,한국어,교통,항공&배편,도내배편,우도,숙박,문의처,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210813
20210814,한국어,교통,항공&배편,도내배편,성산,우도,성산항,선적,운항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210814
20210814,한국어,교통,항공&배편,도내배편,우도,통제,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210814
20210814,한국어,교통,항공&배편,도내배편,연락처,우도,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210814
20210819,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210819
20210821,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210821
20210821,한국어,교통,항공&배편,도내배편,우도,숙박,환불,이용,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210821
20210825,한국어,교통,항공&배편,입도배편,우도,이용,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210825
20210825,한국어,교통,항공&배편,도내배편,성산,우도,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210825
20210802,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210802
20210822,한국어,교통,항공&배편,도내배편,연락처,우도,유선,문자,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210822
20210822,한국어,교통,항공&배편,도내배편,성산,우도,현장,왕복,성산항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210822
20210823,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210823
20210801,한국어,교통,항공&배편,입도배편,안내소,성산,제주,관광안내소,성산포항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210801
20210824,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210824,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210801,한국어,교통,항공&배편,항공,안내소,연락처,주차장,제주,관광안내소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210801
20210802,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210802
20210802,한국어,교통,항공&배편,도내배편,우도,이용,렌트,선적,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210802
20210805,한국어,교통,항공&배편,도내배편,마라도,방문,운진항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210805
20210805,한국어,교통,항공&배편,도내배편,우도,유선,이용,버스,운항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210805
20210802,한국어,교통,항공&배편,도내배편,성산,우도,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210802
20210827,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210827
20210812,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210812
20210806,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210807,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210807
20210822,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210822
20210822,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210822
20210818,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210818
20210805,한국어,교통,항공&배편,도내배편,우도,유아,이용,렌트,운항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210805
20210806,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210806
20210806,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210806
20210810,한국어,교통,항공&배편,입도배편,항일,제주,시간표,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210810
20210811,한국어,교통,항공&배편,도내배편,비양도,한림,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210811
20210811,한국어,교통,항공&배편,입도배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210811
20210814,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210814
