RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20230401,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230401
20230401,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230401
20230401,영어,교통,위치안내,위치안내,오름,외국인,버스,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230401
20230401,한국어,교통,항공&배편,입도배편,선사,제주,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230401
20230401,한국어,교통,항공&배편,도내배편,성산,우도,유선,성산항,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230401
20230402,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230402
20230402,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230402
20230402,한국어,교통,항공&배편,도내배편,연락처,우도,숙박,환불,도로,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230402
20230403,한국어,교통,항공&배편,도내배편,성산,성산항,종달리항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,우도,이용,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,성산,우도,성산항,문의처,도로,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,성산,우도,성산항,종달리항,운항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,성산,우도,성산항,종달리항,운항,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,성산,우도,성산항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230406
20230403,한국어,교통,버스,이용안내,소요시간,연락처,치유의숲,매표소,문자,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,버스,이용안내,문자,비짓,제주,이용,주소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,마라도,유선,인터넷,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,마라도,유선,인터넷,문의처,방문,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,버스,기타,시내,제주,교통,제주공항,급행,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230403
20230403,한국어,교통,항공&배편,도내배편,마라도,유선,인터넷,문의처,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230403
20230404,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230404
20230404,한국어,교통,항공&배편,도내배편,성산,우도,성산항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230404
20230404,한국어,교통,항공&배편,도내배편,선사,가파도,도로,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230404
20230404,한국어,교통,항공&배편,도내배편,성산,우도,성산항,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230404
20230404,한국어,교통,항공&배편,도내배편,성산,우도,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230404
