RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20210708,한국어,교통,위치안내,위치안내,소요시간,성산,일출봉,폭포,천지연,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210708
20210709,한국어,교통,위치안내,위치안내,소요시간,숲길,오름,사려니,성산,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210709
20210701,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210704,한국어,교통,항공&배편,도내배편,우도,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210704
20210704,한국어,교통,항공&배편,입도배편,선사,성산,성산항,제주,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210704
20210702,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702
20210705,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210705
20210705,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210705
20210702,한국어,교통,항공&배편,도내배편,우도,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210702
20210702,한국어,교통,항공&배편,도내배편,연락처,우도,이용,운항,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210702
20210703,한국어,교통,항공&배편,도내배편,성산,성산항,운항,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210703
20210706,한국어,교통,항공&배편,도내배편,종달리항,운항,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210706
