RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20211223,한국어,교통,위치안내,위치안내,성판악,주차장,문자,제주,관광정보,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211223
20211229,한국어,교통,위치안내,위치안내,제주,제주공항,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211229
20211230,한국어,교통,위치안내,위치안내,코지,서귀포,제주민속,제주,강정,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211230
20211201,한국어,교통,위치안내,기타,1100,고지,교통,통제,도로,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211201
20211210,한국어,교통,위치안내,기타,소요시간,쇠소깍,정방폭포,폭포,천지연,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211210
20211217,한국어,교통,위치안내,기타,제주,교통,통제,도로,교래입구,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211217
20211228,한국어,교통,위치안내,기타,1100,통제,도로,결빙,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211228
20211228,영어,교통,위치안내,기타,체험,메일,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211228
20211228,한국어,교통,위치안내,기타,1100,도로,결빙,체인,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211228
20211229,한국어,교통,위치안내,기타,1100,교통,도로,체인,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211229
20211228,한국어,교통,위치안내,기타,안전,제주,교통,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211228
20211228,한국어,교통,위치안내,기타,1100,고지,한라산,한라,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211228
20211228,한국어,교통,위치안내,기타,1100,고지,이용,결빙,체인,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211228
20211228,한국어,교통,위치안내,기타,1100,도로,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211228
20211218,한국어,교통,위치안내,기타,1100,고지,이용,교통,어리목,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211218,한국어,교통,위치안내,기타,1100,안전,제주,이용,교통,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211218,한국어,교통,위치안내,기타,1100,고지,이용,교통,어리목,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211229,한국어,교통,위치안내,기타,1100,안전,통제,도로,체인,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211229
20211229,한국어,교통,위치안내,기타,1100,고지,이용,1100고지,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211229
20211229,한국어,교통,위치안내,기타,1100,도로,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211229
20211218,한국어,교통,위치안내,기타,1100,고지,통제,도로,1100고지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211218,한국어,교통,위치안내,기타,1100,통제,도로,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211230,한국어,교통,위치안내,기타,1100,도로,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211230
20211231,한국어,교통,위치안내,기타,1100,고지,주차장,도로,1100고지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211231
20211231,한국어,교통,위치안내,기타,1100,주차장,안전,방문,도로,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211231
20211218,한국어,교통,위치안내,기타,1100,고지,이용,교통,어리목,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211218,한국어,교통,위치안내,기타,1100,고지,오름,영실,매표소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211218,한국어,교통,위치안내,기타,1100,고지,제주,방문,통제,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211218,한국어,교통,위치안내,기타,1100,고지,이용,교통,어리목,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211218,한국어,교통,위치안내,기타,1100,고지,1100고지,체인,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211229
20211217,한국어,교통,위치안내,기타,1100,고지,교통,통제,1100고지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211227
20211217,한국어,교통,위치안내,기타,1100,제주,교통,통제,도로,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211218
20211227,한국어,교통,위치안내,기타,1100,제주,이용,교통,통제,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211227
20211227,한국어,교통,위치안내,기타,1100,고지,통제,도로,1100고지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211227
