RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20230601,한국어,관광지,테마/추천관광,포토스팟,제주,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,문화관광,기타,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230601
20230601,한국어,관광지,무장애여행,휠체어,대여,휠체어,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,행사&축제,축제,치유의숲,힐링,제주,문의처,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,행사&축제,이달의 축제,치유의숲,힐링,문의처,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,행사&축제,축제,치유의숲,힐링,제주,문의처,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230601
20230601,한국어,관광지,무장애여행,휠체어,대여,휠체어,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,"레저, 체험",캠핑,야영장,요금,해수,김녕,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,무장애여행,휠체어,대여,운영시간,휠체어,문자,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,행사&축제,축제,치유의숲,힐링,제주,문의처,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230601
20230601,한국어,관광지,행사&축제,축제,힐링,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230601
20230601,한국어,관광지,무장애여행,휠체어,대여,휠체어,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,무장애여행,휠체어,대여,휠체어,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230601
20230601,한국어,관광지,행사&축제,축제,치유의숲,힐링,제주,문의처,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230601
