RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20210701,한국어,관광지,자연,해수욕장/해변,연락처,해수,섭지,신양,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210701,한국어,관광지,자연,해수욕장/해변,야영장,해수,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210701,한국어,관광지,자연,계곡,문화공원,안전,문화,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210701
20210701,한국어,관광지,자연,해수욕장/해변,개장,편의시설,안전,해수,세화,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210701,한국어,관광지,자연,해수욕장/해변,야영장,해수,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210701,한국어,관광지,자연,오름,동반,오름,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210701
20210701,한국어,관광지,자연,오름,편의시설,동반,오름,주차장,화장실,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210701,한국어,관광지,자연,섬속의 섬,비양도,제주,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210701,한국어,관광지,자연,섬속의 섬,비양도,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210701
20210704,중국어,관광지,자연,산,오름,영실,한라산,한라,통제,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210704
20210704,한국어,관광지,자연,해수욕장/해변,안내소,오름,수월봉,박물관,해녀,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,해수욕장/해변,안전,마을,해수,중문,방문,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,해수욕장/해변,폭포,통제,돈내코,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,해수욕장/해변,안전,방문,통제,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,동굴,사전예약,만장굴,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,산,한라산,한라,통제,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210705
20210705,한국어,관광지,자연,섬속의 섬,이용,도보,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,오름,오름,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,해수욕장/해변,해수,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210705,한국어,관광지,자연,습지,오름,물영아리,주차장,문자,탐방,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210705
20210701,한국어,관광지,자연,해수욕장/해변,운영시간,문자,안전,해수,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210701
20210702,한국어,관광지,자연,산,인원,성산,일출봉,이용,성산일출봉,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210702
20210702,한국어,관광지,자연,휴양림,해설,비자림,탐방,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210702
20210702,한국어,관광지,자연,해수욕장/해변,해수,구좌,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702
20210702,한국어,관광지,자연,해수욕장/해변,폐쇄,제주,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210702
20210703,한국어,관광지,자연,산,만장굴,성산,일출봉,우도,입장료,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210727
20210702,한국어,관광지,자연,오름,오름,탐방,제주,주소,주차,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210702
20210710,한국어,관광지,자연,동굴,만장굴,매표소,유선,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210710
20210711,한국어,관광지,자연,계곡,폭포,안전,방문,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210711
20210711,한국어,관광지,자연,해수욕장/해변,개장,해수,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210711
20210712,한국어,관광지,자연,산,인원,성산,일출봉,성산일출봉,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210712
20210712,한국어,관광지,자연,산,연락처,휴양,한라산,한라,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210712
20210705,한국어,관광지,자연,산,1100,고지,이용,1100고지,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210705
