RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20230301,한국어,음식,음식,일식,동반,제주,횟집,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230301
20230301,한국어,음식,음식,일식,동반,이용,횟집,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230322
20230301,한국어,음식,음식,일식,동반,성산,자연,인터넷,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230301
20230306,한국어,음식,음식,한식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230306,한국어,음식,음식,한식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230306,한국어,음식,음식,한식,횟집,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230306,한국어,음식,음식,한식,이용,흑돼지,늘봄,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230306,한국어,음식,음식,한식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230306,한국어,음식,음식,한식,인원,가격,이용,횟집,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230306,한국어,음식,음식,향토음식,가든,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230306,한국어,음식,음식,향토음식,가든,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230306
20230307,한국어,음식,음식,카페,카페,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230307
20230307,한국어,음식,음식,향토음식,온라인,유선,문자,숙소,호텔,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230307
20230307,한국어,음식,음식,한식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230307
20230307,한국어,음식,음식,한식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230307
20230307,한국어,음식,음식,한식,이용,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230307
