RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20230606,한국어,음식,음식,향토음식,연락처,문자,마을,한라산,음식점,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230606
20230606,한국어,음식,음식,한식,무슬림,제주,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230606
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,이용,흑돼지,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,중국어,음식,음식,한식,연락처,문자,식당,제주,흑돼지,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,한국어,음식,음식,한식,식당,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230609,중국어,음식,음식,한식,연락처,문자,식당,제주,흑돼지,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230609
20230610,한국어,음식,음식,한식,문자,식당,한라산,한라,한림,일반,휴양 및 관광,포털사이트,일반,전화,인바운드,완료,20230610
20230612,한국어,음식,음식,카페,무슬림,카페,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230612
20230612,한국어,음식,음식,카페,무슬림,카페,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230612
20230613,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230613
20230613,한국어,음식,음식,향토음식,요금,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230613
20230613,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230613
20230614,한국어,음식,음식,향토음식,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230614
20230614,한국어,음식,음식,한식,유선,문자,식당,음식점,인터넷,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230614
20230614,한국어,음식,음식,한식,성산,일출봉,제주,성산일출봉,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230614
20230614,한국어,음식,음식,한식,성산,일출봉,제주,성산일출봉,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230614
20230614,한국어,음식,음식,한식,흑돼지,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230614
20230614,한국어,음식,음식,한식,연락처,만장굴,박물관,해녀,현대미술관,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230614
20230614,한국어,음식,음식,한식,성산,흑돼지,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230614
20230614,한국어,음식,음식,한식,인원,유선,문자,식당,회관,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230614
20230620,한국어,음식,음식,한식,식당,인터넷,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230620
20230621,한국어,음식,음식,향토음식,천제연,문자,식당,안덕,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20230621
20230623,한국어,음식,음식,향토음식,시트러스,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20230623
