RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20211106,한국어,숙박,숙박,호텔,호텔,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211106
20211105,한국어,숙박,숙박,게스트하우스,외국인,게스트하우스,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211105
20211106,한국어,숙박,숙박,리조트,호텔,신화월드,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211106
20211108,한국어,숙박,숙박,펜션/민박,동반,우도,문자,숙소,게스트하우스,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211108
20211106,한국어,숙박,숙박,호텔,연락처,숙박,호텔,제주,도로,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211106
20211104,한국어,숙박,숙박,게스트하우스,외국어,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211104
20211104,한국어,숙박,숙박,게스트하우스,외국어,이용요금,유선,문자,요금,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211119
20211105,한국어,숙박,숙박,게스트하우스,외국어,이용요금,자연,유선,문자,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211105
20211106,한국어,숙박,숙박,호텔,호텔,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211106
20211106,한국어,숙박,숙박,호텔,연락처,호텔,모텔,서귀포,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211106
20211103,한국어,숙박,숙박,게스트하우스,게스트하우스,또랑,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211103,한국어,숙박,숙박,게스트하우스,게스트하우스,그린,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211103,한국어,숙박,숙박,게스트하우스,외국어,게스트하우스,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211103,한국어,숙박,숙박,게스트하우스,성산,게스트하우스,서귀포,고성,제주,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211104,한국어,숙박,숙박,호텔,숙박,문자,숙소,안전,탐나오,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211104
20211105,한국어,숙박,숙박,펜션/민박,체인,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211105
20211105,한국어,숙박,숙박,펜션/민박,인원,연락처,온라인,유선,숙박,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211105
20211111,한국어,숙박,숙박,펜션/민박,게스트하우스,민박,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211112
20211129,한국어,숙박,숙박,펜션/민박,연락처,코지,인터넷,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211129
20211104,한국어,숙박,숙박,게스트하우스,게스트하우스,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211104
20211104,한국어,숙박,숙박,게스트하우스,외국인,숙소,게스트하우스,제주,관광정보,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211104
20211103,한국어,숙박,숙박,게스트하우스,호텔,제주,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211103,한국어,숙박,숙박,게스트하우스,외국인,한라산,한라,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211103,한국어,숙박,숙박,게스트하우스,외국어,게스트하우스,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211101,한국어,숙박,숙박,펜션/민박,연락처,문자,관광지,주소,관광지도,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211101
20211105,한국어,숙박,숙박,펜션/민박,숙박,민박,서귀포,표선,체인,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211105
20211105,한국어,숙박,숙박,펜션/민박,민박,체인,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211105
20211104,한국어,숙박,숙박,게스트하우스,외국어,이용요금,요금,대정,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211104
20211129,한국어,숙박,숙박,펜션/민박,온라인,유선,숙박,문자,숙소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211129
20211103,한국어,숙박,숙박,게스트하우스,외국어,성산,게스트하우스,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211116,한국어,숙박,숙박,펜션/민박,숙박,문자,인터넷,제주,이용,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211116
20211116,한국어,숙박,숙박,펜션/민박,연락처,숙박,문자,숙소,요금,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211116
20211109,한국어,숙박,숙박,펜션/민박,숙박,문자,민박,안전,인증,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211109
20211101,한국어,숙박,숙박,모텔/여관,자전거,쇠소깍,성산,일출봉,유선,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211101
20211124,한국어,숙박,숙박,게스트하우스,숙박,게스트하우스,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211124
20211102,한국어,숙박,숙박,기타,유채꽃,카페,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211102
20211126,한국어,숙박,숙박,펜션/민박,숙박,리스트,마을,비짓,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211126
20211104,한국어,숙박,숙박,기타,숙박,문자,숙소,민박,안전,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211104
20211104,한국어,숙박,숙박,게스트하우스,게스트하우스,제주,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211104
20211104,한국어,숙박,숙박,게스트하우스,외국어,외국인,렌터카,정원,이용,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211104
20211103,한국어,숙박,숙박,게스트하우스,픽업,관음사,택시,콜택시,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211103,한국어,숙박,숙박,게스트하우스,외국어,이용요금,성산,유선,요금,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211103
20211112,한국어,숙박,숙박,게스트하우스,외국어,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211112
20211112,한국어,숙박,숙박,게스트하우스,,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211112
20211105,한국어,숙박,숙박,펜션/민박,숙박,민박,체인,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211105
20211128,영어,숙박,숙박,호텔,호텔,도보,도로,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211128
20211107,한국어,숙박,숙박,호텔,호텔,,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211107
20211115,한국어,숙박,숙박,모텔/여관,숙소,모텔,음식점,시내,버스,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211115
20211119,한국어,숙박,숙박,펜션/민박,자연휴양림,교래자연,자연,숙박,휴양,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211119
20211119,한국어,숙박,숙박,펜션/민박,지꺼지게,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211119
20211119,한국어,숙박,숙박,펜션/민박,외국어,채송화,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20211119
20211115,한국어,숙박,숙박,펜션/민박,체험,문자,제주도청,민박,안전,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20211115
