RCEPT_DE,LANG_FLAG_NM,CNSLT_LCLAS_NM,CNSLT_MLSFC_NM,CNSLT_SCLAS_NM,CNSLT_KWRD_RN1_NM,CNSLT_KWRD_RN2_NM,CNSLT_KWRD_RN3_NM,CNSLT_KWRD_RN4_NM,CNSLT_KWRD_RN5_NM,CNSLT_TY_NM,TOUR_PURPS_NM,COURS_NM,CSTMR_INCLN_NM,CHNNEL_FLAG_NM,TALK_FLAG_NM,STATE_NM,UPDT_DE
20210801,한국어,숙박,숙박,호텔,파크,신분증,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210801
20210802,한국어,숙박,숙박,호텔,신화월드,랜딩,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210802
20210831,한국어,숙박,숙박,게스트하우스,연락처,1100,숙박,문자,호텔,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210831
20210826,한국어,숙박,숙박,기타,문자,리스트,숙소,민박,안전,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826
20210826,한국어,숙박,숙박,펜션/민박,연락처,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210826
20210824,한국어,숙박,숙박,호텔,호텔,함덕,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210801,영어,숙박,숙박,호텔,운영시간,문자,신화월드,할인,카드,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210801
20210823,한국어,숙박,숙박,펜션/민박,연락처,문자,숙소,안전,마을,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210823
20210824,한국어,숙박,숙박,게스트하우스,성판악,유선,숙박,숙소,게스트하우스,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210824
20210826,한국어,숙박,숙박,펜션/민박,연락처,오름,숙박,문자,숙소,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210826
20210810,한국어,숙박,숙박,호텔,숙박,민박,안전,인증,비짓,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210810
20210830,한국어,숙박,숙박,기타,연락처,숙박,호텔,관광진흥,서귀포,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210825,한국어,숙박,숙박,펜션/민박,숙박,문자,숙소,안전,탐나오,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210830
20210801,한국어,숙박,숙박,호텔,신화월드,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210801
20210801,영어,숙박,숙박,호텔,운영시간,문자,신화월드,할인,카드,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210801
20210831,한국어,숙박,숙박,펜션/민박,온라인,문자,숙소,미스,인터넷,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210831
20210806,한국어,숙박,숙박,호텔,연락처,호텔,제주,이용,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210806
20210805,한국어,숙박,숙박,캠핑장,편의시설,동반,휠체어,와이파이,보관,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210805
20210809,한국어,숙박,숙박,호텔,호텔,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210809
20210809,한국어,숙박,숙박,리조트,호텔,이용,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210809
20210806,영어,숙박,숙박,호텔,유선,숙박,문자,제주,공항근처,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210817,한국어,숙박,숙박,호텔,인원,숙박,이용,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210817
20210816,한국어,숙박,숙박,호텔,숙박,정원,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210816
20210816,한국어,숙박,숙박,펜션/민박,연락처,숙박,문자,제주도청,리스트,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210816
20210818,한국어,숙박,숙박,펜션/민박,외국인,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210818
20210818,한국어,숙박,숙박,호텔,숙박,숙소,비짓,시내,제주,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210818
20210823,한국어,숙박,숙박,호텔,1100,성산,숙박,문자,호텔,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210823
20210801,한국어,숙박,숙박,호텔,대여,요금,워터파크,파크,신화월드,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210801
20210802,한국어,숙박,숙박,호텔,인원,호텔,오리엔탈,제주,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210802
20210802,한국어,숙박,숙박,호텔,신화월드,랜딩,제주,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210802
20210818,한국어,숙박,숙박,호텔,갤러리,,,,,일반,휴양 및 관광,홈페이지,일반,전화,아웃바운드,완료,20210818
20210818,한국어,숙박,숙박,호텔,투숙객,갤러리,,,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210818
20210806,한국어,숙박,숙박,펜션/민박,숙박,문자,호텔,켄싱턴,금호,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210806,한국어,숙박,숙박,게스트하우스,숙박,게스트하우스,제주,방문,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210806,한국어,숙박,숙박,호텔,숙박,숙소,안덕,서귀포,,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210806
20210807,한국어,숙박,숙박,펜션/민박,연락처,숙박,문자,숙소,요금,일반,휴양 및 관광,홈페이지,일반,전화,인바운드,완료,20210807
