CL_NM,TRRSRT_NM,ADDR,TEL_NO,TOT_ENTRN_NMPR_CO,SETLE_PRICE,BASE_YM
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,7819,5362600,202209
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,12042,8438150,202210
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,9641,6821950,202211
자연,산방산암벽식물지대,제주 서귀포시 안덕면 사계리 산16,0647942940,7262,5432500,202212
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,12198,11206400,202207
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,13463,11738400,202208
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,11990,11359300,202209
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,16150,16312200,202210
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,12665,14444900,202211
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,6040,5945600,202212
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,0647603067,28,20600,202301
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,49214,0,202207
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,58532,0,202208
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,71162,0,202209
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,112165,0,202210
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,78095,0,202211
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,0647830959,60252,0,202212
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,30858,36427400,202207
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,34731,33877900,202208
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,18952,17001000,202209
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,44499,46765250,202210
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,30541,36642250,202211
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,0647606321,4572,6836100,202212
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,57672,81182200,202207
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,67844,96768600,202208
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,57137,79741600,202209
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,79173,113494500,202210
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,56516,79538100,202211
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,0647331530,41346,61061300,202212
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,34083,59520125,202207
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,37589,67901175,202208
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,34262,59494850,202209
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,51720,83036600,202210
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,39026,55102125,202211
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,0647606331,25620,42225650,202212
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,87518,118186000,202207
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,102376,141335500,202208
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,91463,115229000,202209
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,122972,155411900,202210
자연,천지연폭포,제주 서귀포시 천지동 667-7,0647331528,170246,216878200,202211
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,13031,0,202207
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,9976,0,202208
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,15009,33074000,202209
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,27323,62630000,202210
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,22577,0,202211
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,0647107731,8912,0,202212
